x,y,motor1,motor2,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6
2,19,0.0049,0.0077,0.0068,0.0094,0.0027,0.003,0.0054,0.005
2,20,0.0073,0.0076,0.0084,0.0073,0.006,0.0041,0.0094,0.0093
2,21,0.0058,0.0098,0.0089,0.0002,0.0031,0.0032,0.006,0.0073
2,22,0.0009,0.0036,0.0062,0.0017,0.0052,0.0072,0.0093,0
2,23,0.0048,0.0063,0.0095,0.0075,0.0093,0.005,0.0024,0.0065
2,24,0.0025,0.0007,0.004,0.0085,0.0049,0.0033,0.0077,0.0008
2,25,0.0032,0.0065,0.0008,0.0062,0.0098,0.0069,0.0036,0.0006
2,26,0.0004,0.0096,0.0023,0.0054,0.0068,0.0016,0.0054,0.0017
2,27,0.0079,0.0048,0.0093,0.0071,0.0096,0.0016,0.0036,0.0023
2,28,0.0024,0.0076,0.0007,0.0071,0.001,0.0083,0.0077,0.004
2,29,0.0049,0.0086,0.0003,0.0046,0.0054,0.0037,0.0053,0.0058
3,0,0.0033,0.0074,0.0011,0.0002,0.009,0.0065,0.0017,0.0068
3,1,0.0013,0.0009,0.0039,0.001,0.0026,0.0075,0.0031,0.005
3,2,0.005,0.0039,0.0022,0.0058,0.0021,0.0097,0.0098,0.007
3,3,0.0084,0.0001,0.0016,0.0039,0.0038,0.0069,0.0095,0.0069
3,4,0.0044,0.0007,0.0071,0.0034,0.0071,0.0087,0.0003,0.0084
3,5,0.0096,0.0042,0.0094,0.0023,0.0016,0.0025,0.0073,0.0066
3,6,0.0062,0.0093,0.0025,0.0083,0.0092,0.0023,0.0052,0.0075
3,7,0.0024,0.0068,0.0016,0.006,0.0038,0.001,0.0031,0.0081
3,8,0.0018,0.0001,0.0016,0.0089,0.0088,0.0017,0.0072,0.0086
3,9,0.0058,0.0065,0.0008,0.0074,0.009,0.008,0.004,0.0053
3,10,0.0074,0.0063,0.0037,0.0065,0.0086,0.009,0.0042,0.0011
3,11,0.0059,0.0056,0.007,0.0096,0.0066,0.0002,0.0076,0.0082
3,12,0.0001,0.009,0.007,0.009,0.0008,0.0041,0.0075,0.0064
3,13,0.0008,0.0083,0.0038,0.0098,0.0064,0.0078,0.0053,0.0038
3,14,0.0042,0.0088,0.0002,0.0028,0.0079,0.0042,0.0037,0.0038
3,15,0.0098,0.0008,0.0033,0.0064,0.0008,0.001,0.0045,0.001
3,16,0.0001,0.0015,0.0098,0.0007,0.0056,0.0072,0.0072,0.0064
3,17,0.0056,0.0011,0.0064,0.002,0.0087,0.0016,0.0056,0.0028
3,18,0.0005,0.0058,0.0056,0.0083,0.0002,0.0094,0.0022,0.0098
3,19,0.0001,0.0055,0.0061,0.001,0.0063,0.0008,0.0018,0.0064
3,20,0.0023,0.0017,0.0071,0.0077,0.0089,0.0042,0.0043,0.0044
3,21,0.0053,0.0006,0.0062,0.0039,0.0022,0.0019,0.0068,0.0027
3,22,0.0078,0.0025,0.0009,0.0078,0.0018,0.0031,0.0077,0.002
3,23,0.0084,0.004,0.003,0.0046,0.0046,0.0048,0.0011,0.0067
3,24,0.0063,0.0081,0.0045,0.0051,0.0022,0.0086,0.0095,0.0076
3,25,0.0092,0.0057,0.0016,0.0013,0.0076,0.0082,0.0039,0.0055
3,26,0.0007,0.0048,0.0032,0.0025,0.0078,0.0011,0.0043,0.0063
3,27,0.0051,0.0073,0.0011,0.0095,0.002,0.002,0.0063,0.0081
3,28,0,0.0009,0.0033,0.0023,0.0096,0.0028,0.0097,0.0087
3,29,0.0085,0.0012,0.0002,0.0062,0.0095,0.0041,0.0017,0.0003
4,0,0.0089,0.0049,0.0026,0.0068,0.006,0.007,0.0031,0.001
4,1,0.0042,0.004,0.0004,0.0061,0.0058,0.0067,0.0043,0.0059
4,2,0.0077,0.0077,0.008,0.0072,0.0006,0.0076,0.006,0.0089
4,3,0.0088,0.0062,0.0052,0.0082,0.0002,0.0067,0.0083,0.0092
4,4,0.0018,0.0011,0.0061,0.0076,0.0079,0.009,0.0085,0.0022
4,5,0.0031,0.0089,0.0081,0.009,0.0058,0.0026,0.0048,0.0034
4,6,0.0004,0.0029,0.0005,0.0008,0.0006,0.0063,0.0097,0.0092
4,7,0.0025,0.0048,0.0076,0.0027,0.0017,0.0058,0.002,0.0033
4,8,0.0067,0.008,0.001,0.0047,0.0071,0.0093,0.0068,0.0002
4,9,0.0084,0.005,0.0092,0.0041,0.0076,0.0041,0.0073,0.0078
4,10,0.0068,0.0078,0.0084,0.0074,0.004,0.008,0.0065,0.0065
4,11,0.003,0.0042,0.0091,0.0045,0.0002,0.001,0.0078,0.0069
4,12,0.009,0.0086,0.0016,0.0061,0.0081,0.0082,0.0063,0.0064
4,13,0.0033,0.0054,0.0006,0.0009,0.0095,0.0077,0.0085,0.0064
4,14,0.0054,0.0071,0.0037,0.0094,0.0052,0.0003,0.0059,0.008
4,15,0.0044,0.0051,0.0026,0.0044,0.0061,0.0003,0.0012,0.0051
4,16,0.009,0.0028,0.0011,0.0072,0.0009,0.0072,0.0035,0.0043
4,17,0.0027,0.0039,0.005,0.0021,0.0017,0.0036,0.0085,0.0071
4,18,0.0006,0.0021,0.0064,0.0059,0.0022,0.0022,0.0038,0.0066
4,19,0.0073,0.0065,0.0009,0.0034,0.0068,0.0022,0.0085,0.0057
4,20,0.0048,0.0096,0.003,0.0058,0.0069,0.0063,0,0.0094
4,21,0.0003,0.0048,0.0016,0.002,0.0084,0,0.0089,0.0091
4,22,0.0021,0.0053,0.0049,0.0041,0.0075,0.0087,0.0007,0.005
4,23,0.0051,0.0016,0.0082,0.0019,0.0036,0.0068,0.0076,0.0083
4,24,0.0063,0.0006,0.004,0.0031,0.0069,0.004,0.0026,0.0073
4,25,0.0088,0.004,0.0091,0.0071,0.004,0.008,0.0061,0.0059
4,26,0.0034,0.0011,0.0001,0.0008,0.0097,0.0008,0.0056,0.0049
4,27,0.0023,0.0039,0.0068,0.0059,0.0008,0.0044,0.0043,0.0069
4,28,0.005,0.0083,0.0098,0.002,0.0022,0.0023,0.0091,0.0009
4,29,0.0063,0.0082,0.0081,0.0004,0.0063,0.0043,0.0063,0.0095
5,0,0.0053,0.0063,0.0004,0.0051,0.0069,0.0061,0.0001,0.0092
5,1,0.0001,0.0068,0.0051,0.0008,0.0013,0.0094,0.0075,0.0061
5,2,0.0077,0.0075,0.0079,0.0097,0.0098,0.007,0.0008,0.0063
5,3,0.0053,0.0087,0.0065,0.0015,0.0029,0.0028,0.0011,0.0082
5,4,0.0091,0.0013,0.0032,0.0061,0.0074,0.0032,0.0053,0.0074
5,5,0.0001,0.0005,0.008,0.0012,0.0097,0.0054,0.0071,0.0075
5,6,0.003,0.0051,0.0072,0.0028,0.0022,0.008,0.0089,0.0075
5,7,0.0066,0.0055,0.009,0.0095,0.0083,0,0.0077,0.0073
5,8,0.0014,0.001,0.0034,0.0086,0.0042,0.0087,0.0059,0.0041
5,9,0.009,0.0038,0.0051,0.0088,0.0093,0.0023,0.0063,0.0022
5,10,0.0075,0.0036,0.005,0.0097,0.0015,0.004,0.0072,0.0081
5,11,0.0096,0.0061,0.0077,0.0078,0.0062,0.0055,0.0053,0.0074
5,12,0.0066,0.0085,0.0059,0.0007,0.0071,0.002,0.0049,0.0062
5,13,0.0056,0.0001,0.0051,0.005,0.0025,0.0013,0.0073,0.0098
5,14,0.0049,0.0022,0.0096,0.0064,0.0063,0.0067,0.0046,0.0058
5,15,0.003,0.0023,0.0037,0.009,0.0078,0.0088,0.0063,0.0043
5,16,0.0072,0.0023,0.0051,0.0044,0.0041,0.0001,0.0007,0.0098
5,17,0,0.0057,0.0047,0.0025,0.0068,0.0019,0.0024,0.0017
5,18,0.0042,0.002,0.0081,0.0004,0.0085,0.0027,0.0062,0.0014
5,19,0.005,0.0097,0.0005,0.0027,0.0085,0.0066,0.0071,0.0058
5,20,0.0088,0.0021,0.0002,0.0028,0.0022,0.0007,0.0025,0.002
5,21,0.0062,0.0073,0.0046,0.0032,0.009,0.0068,0.0049,0.0033
5,22,0.0086,0.0029,0.0035,0.0073,0.0054,0.0095,0.0087,0.0003
5,23,0.0094,0.0091,0.0031,0.0078,0.0058,0.0001,0.0035,0.0045
5,24,0.0022,0.0037,0.0074,0.0042,0.0045,0,0.0062,0.0006
5,25,0.0071,0.0007,0.0038,0.0063,0.0074,0.0085,0.0094,0.0061
5,26,0.0016,0.0031,0.0033,0.007,0.0027,0.0022,0.0074,0.002
5,27,0.0012,0.0004,0.0098,0.007,0.0003,0.0033,0.0015,0.0023
5,28,0.007,0.0089,0.0065,0.0014,0.0089,0.0026,0.0019,0.0062
5,29,0.0032,0.0057,0.0026,0.0007,0.0044,0.0019,0.0068,0.0058
6,0,0.005,0.0003,0.0027,0.0076,0.0023,0,0.0094,0.0035
6,1,0.0002,0.0092,0.0004,0.0005,0.0026,0.0019,0.0028,0.0094
6,2,0.0009,0.0091,0.0008,0.0097,0.0017,0.0027,0.006,0.0049
6,3,0.0084,0.0084,0.0056,0.0027,0.0004,0.0023,0.0083,0.0053
6,4,0.0024,0.0012,0.003,0.0047,0.001,0.0025,0.008,0.0013
6,5,0.0016,0.0085,0.0018,0.0042,0.0003,0.0045,0.0038,0.0013
6,6,0.0037,0.0046,0.0011,0.0052,0.0071,0.0069,0.0002,0.0054
6,7,0.0052,0.0058,0.008,0.0056,0.0082,0.0064,0.0008,0.0005
6,8,0.0074,0.0036,0.0053,0.0085,0.006,0.0032,0.0098,0.0076
6,9,0.0018,0.0015,0.002,0.0022,0.006,0.0056,0.0033,0.0096
6,10,0.0001,0.0042,0.0049,0.0072,0.001,0.005,0.0027,0.0062
6,11,0.0009,0.0008,0.0017,0.0089,0.0073,0.0026,0.0095,0.0046
6,12,0.0062,0.0047,0.0032,0.0021,0.0079,0.0029,0.0098,0.0096
6,13,0.0045,0.0019,0.0017,0.0004,0.0075,0.0048,0.0098,0.0076
6,14,0.009,0.0049,0.0047,0.0098,0,0.0074,0.0059,0.0007
6,15,0.0083,0.0076,0.0095,0.0055,0.0001,0.0089,0.0002,0.0062
6,16,0.0037,0.0033,0.0083,0.0015,0.0062,0.0082,0.0012,0.0008
6,17,0,0.0027,0.0013,0.0075,0.0075,0.0012,0.005,0.0064
6,18,0.0059,0.0097,0.0063,0.0057,0.0071,0.0023,0.0063,0.0055
6,19,0.0098,0.0059,0.0009,0.0097,0.0049,0.0009,0.006,0.0084
6,20,0.0042,0.0045,0.0097,0.0006,0.0026,0.0009,0.0012,0.0027
6,21,0.0036,0.0023,0.0001,0.0011,0.0036,0.005,0.0075,0.0093
6,22,0.0046,0.0038,0.005,0.0018,0.0059,0.0014,0.0071,0.0058
6,23,0.0071,0.008,0.0055,0.0019,0.0088,0.0016,0.0002,0.0031
6,24,0.0059,0,0.0035,0.0084,0.0009,0.0048,0.0012,0.0046
6,25,0.0071,0.0011,0.0057,0.0006,0.0059,0.0031,0.0098,0.0007
6,26,0.0069,0.0049,0.0025,0.0028,0.0061,0.0097,0.0084,0.0033
6,27,0.0076,0.004,0.005,0.0063,0.0057,0.0052,0.0095,0.0015
6,28,0.0052,0.0029,0,0.0062,0.0075,0.0012,0.0007,0.0046
6,29,0.0022,0.0062,0.005,0.0081,0.0093,0.0049,0.0088,0.0064
7,0,0.0098,0.0013,0.009,0.0058,0.0009,0.0075,0.0091,0.0085
7,1,0.0017,0.0042,0.0048,0.0074,0.0094,0.0042,0.0089,0.0046
7,2,0.0071,0.009,0.0009,0.0048,0.0001,0.0014,0.0092,0.0021
7,3,0.0076,0.0043,0.0004,0.007,0.0093,0.009,0.0033,0.009
7,4,0.0004,0.0024,0.005,0.0013,0.0001,0.004,0.0097,0.0018
7,5,0.0083,0.0046,0.009,0.0076,0.0088,0.0078,0.0023,0.0058
7,6,0.0067,0.003,0.0005,0.0067,0.0044,0.0097,0.0088,0.0019
7,7,0.0042,0.009,0.009,0.0034,0.0082,0.0022,0.0025,0.0084
7,8,0.0047,0.0073,0.0096,0.0046,0.0015,0.0094,0.0062,0.0096
7,9,0.0039,0.0053,0.0071,0.0026,0.003,0.0093,0.0082,0.0098
7,10,0.0024,0.0088,0.0066,0.0067,0.0084,0.0055,0.0084,0.0025
7,11,0.0047,0.0075,0.0059,0.0028,0.0096,0.0083,0.0013,0.0044
7,12,0.0055,0.001,0.0088,0.007,0.0003,0.0051,0.0065,0.004
7,13,0.0003,0.0038,0.0064,0.0033,0.0032,0.0048,0.0032,0.0054
7,14,0.0035,0.0096,0.002,0.0018,0.0053,0.0006,0.0044,0.0098
7,15,0.0079,0.0002,0.0027,0.0076,0.0083,0.004,0.0019,0.004
7,16,0.0049,0.0008,0.0009,0.0052,0.0057,0.0075,0.0091,0.006
7,17,0.0014,0.0056,0.0092,0.0044,0.0003,0.0025,0.0098,0.0038
7,18,0.0021,0.0018,0.0057,0.0074,0.0024,0,0.0071,0.0004
7,19,0.0002,0.0098,0.0079,0.0084,0.0037,0.0098,0.0023,0.0084
7,20,0.0006,0.0032,0.0036,0.0063,0.0006,0.0028,0.0023,0.0018
7,21,0.0084,0.0016,0.0062,0.0088,0.0039,0.006,0.0025,0.006
7,22,0.0078,0.0082,0.0033,0.0003,0.008,0.0005,0.0005,0.0081
7,23,0.0002,0.0084,0.0066,0.004,0.0082,0.0089,0.0023,0.0088
7,24,0.002,0.0059,0.005,0.0027,0.0087,0.0073,0.0045,0.0073
7,25,0.0087,0.0007,0.006,0.0026,0.0067,0.0085,0.0084,0.0044
7,26,0.0067,0.0017,0.0045,0.0046,0.0022,0.005,0.0028,0.0023
7,27,0.0034,0.0092,0.0061,0.0017,0.0082,0.0084,0.0004,0.0002
7,28,0.0045,0.0054,0.0029,0.0033,0.0027,0.0072,0.0005,0.0013
7,29,0.0079,0.0063,0.0037,0.0045,0.0048,0.0023,0.0089,0.0014
8,0,0.004,0.0035,0.006,0.006,0.0084,0.0089,0.0081,0.0019
8,1,0.0082,0.0043,0.0034,0.0064,0.0029,0.0038,0.0064,0.0072
8,2,0.0092,0.0093,0.0006,0.0018,0.0064,0.001,0.0032,0.0045
8,3,0.0073,0.0069,0.009,0.002,0.009,0.0079,0.0034,0.0029
8,4,0.0015,0.0095,0.0088,0,0.0083,0.007,0.0019,0.0064
8,5,0.0015,0.0053,0.0027,0.0042,0.0089,0.0091,0.0015,0.0083
8,6,0.0083,0.0019,0,0.0049,0.0029,0.003,0.0094,0.0002
8,7,0.0098,0.0083,0.0022,0.0089,0.0063,0.0055,0.002,0.0077
8,8,0.0049,0.0007,0.0077,0.0033,0.0077,0.0095,0.0097,0.009
8,9,0.0047,0.0026,0.0033,0.0038,0.0016,0.0048,0.002,0.0001
8,10,0.0066,0.002,0.005,0.0093,0.0049,0.0043,0.0095,0.0048
8,11,0.0025,0.0017,0.0038,0.0089,0.007,0.0056,0.0065,0.002
8,12,0.0063,0.0041,0.0053,0.004,0.0037,0.0049,0.0031,0.0083
8,13,0.0073,0.0065,0.0022,0.009,0.0012,0.004,0.0091,0.0078
8,14,0.0058,0.004,0.0073,0.0008,0.0083,0.0067,0.0056,0.0009
8,15,0.0082,0.0093,0.0096,0.0053,0.0048,0.006,0.0073,0.0011
8,16,0.0003,0.0025,0.0051,0.004,0.0075,0.0082,0.0024,0.0049
8,17,0.0046,0.0044,0.0038,0.0059,0.0082,0.0028,0.0036,0.0042
8,18,0.0068,0.0008,0.0048,0.005,0.0074,0.0004,0.006,0.0057
8,19,0.0097,0.0055,0.001,0.0044,0.0017,0.0081,0.0055,0.0018
8,20,0.0008,0.0007,0.0058,0.0083,0.0088,0.0081,0.0031,0.0035
8,21,0.0024,0.007,0.0092,0.0008,0.0096,0.003,0.0048,0.0066
8,22,0.0036,0.0096,0.0017,0.0011,0.0098,0.0075,0.0069,0.0094
8,23,0.003,0.0077,0.004,0.0045,0.0059,0.0095,0.0063,0.0067
8,24,0.0002,0.002,0.0049,0.0088,0,0.0079,0.0024,0.0025
8,25,0.0048,0.0016,0.0031,0.0045,0.0046,0.0077,0.0012,0.0082
8,26,0.0072,0.0028,0.0092,0.0072,0.0004,0.006,0.0067,0.0034
8,27,0.0038,0.0008,0.0077,0.0097,0.0003,0.0041,0.0064,0.0003
8,28,0.0062,0.0014,0.0091,0.0062,0.0091,0.0014,0.0085,0.004
8,29,0.003,0.0015,0.0086,0.0074,0.0092,0.0098,0.0056,0.0064
9,0,0.0027,0.0049,0.0037,0.003,0.001,0.0003,0.0062,0.0046
9,1,0.001,0.0041,0.0044,0.0011,0.0082,0.0007,0.0014,0.0043
9,2,0.002,0.0004,0.0005,0.0012,0.0018,0.009,0.0053,0.0047
9,3,0.0005,0.004,0.0022,0.0097,0.0037,0.0076,0.006,0.0063
9,4,0.0026,0.0097,0.0093,0.0034,0,0.0056,0.008,0.001
9,5,0.0095,0.0024,0.0021,0.0079,0.0031,0.0033,0.0021,0.0051
9,6,0.0037,0.0026,0.0064,0.0053,0.0018,0.0016,0.0001,0.0021
9,7,0.0056,0.0022,0.0017,0.0091,0.0098,0.0078,0.0055,0.0026
9,8,0.0074,0.0047,0.0058,0.0074,0.0003,0.004,0.0082,0.0098
9,9,0.0064,0.0002,0.0076,0.0093,0.0035,0.0098,0.0046,0.0072
9,10,0.0025,0.0009,0.0025,0.0041,0.0025,0.0026,0.0062,0.0079
9,11,0.0048,0.008,0.0071,0.0046,0.0059,0.0026,0.007,0.0034
9,12,0.0073,0.0029,0.0008,0.0074,0.0069,0.009,0.0074,0.0032
9,13,0.0091,0.0051,0.0027,0.0027,0.0048,0.0071,0.0098,0.0074
9,14,0.008,0.0024,0.0016,0.0004,0.005,0.0077,0.0083,0.0097
9,15,0.0058,0.0053,0.0044,0.0016,0.0079,0.0015,0.0048,0.0052
9,16,0.0042,0.0056,0.0027,0.0013,0.0046,0,0.0045,0.0038
9,17,0.0052,0.007,0.0063,0.0001,0.0042,0.0062,0.0073,0.0023
9,18,0.0086,0.009,0.0025,0.0036,0.0066,0.0009,0.0032,0.0025
9,19,0.0061,0.0076,0.0041,0.0041,0.0089,0.0087,0.0091,0.0032
9,20,0.0043,0.002,0.0043,0.0089,0.002,0.0087,0.0026,0.007
9,21,0.0058,0.0089,0.007,0.0002,0.0051,0.0044,0.0023,0.0036
9,22,0.0033,0.0049,0.0072,0,0.0056,0.0005,0.0023,0.0018
9,23,0.0079,0.0062,0.0058,0.0067,0.0051,0.005,0.0098,0.0094
9,24,0.0068,0.0042,0.0082,0.0089,0.0028,0.0007,0.0058,0.0087
9,25,0.0094,0.0029,0.0087,0.0046,0.0072,0.0011,0.0083,0.0004
9,26,0.0058,0.0056,0.0003,0.0016,0.006,0.0026,0.0032,0.004
9,27,0.0089,0.009,0.0007,0.0039,0.0042,0.0006,0.0034,0.0011
9,28,0.0048,0.0015,0.0098,0.0077,0.0022,0.0056,0.0063,0.0017
9,29,0.0085,0.0051,0.0064,0.0056,0.006,0.0046,0.0061,0.0018
10,0,0.0001,0.0062,0.0032,0.0061,0.0088,0.0064,0.0001,0.0076
10,1,0.0054,0.0008,0.0014,0.0094,0.0014,0.0048,0.0004,0.006
10,2,0.0061,0.0002,0.0036,0.0083,0.0058,0,0,0.0042
10,3,0.0049,0.0064,0,0.0009,0.0009,0.0059,0.0025,0.001
10,4,0.0022,0.0057,0.0072,0.0009,0.002,0.0073,0.0084,0.0072
10,5,0.0079,0.0098,0.0067,0.0093,0.0046,0.0072,0.0054,0.0008
10,6,0.0072,0.0089,0.009,0.0031,0.0089,0.009,0.0073,0.0038
10,7,0.0053,0.0071,0.0045,0.0062,0.0031,0.007,0.0072,0.0051
10,8,0.0026,0.0043,0.0059,0.0046,0.0015,0.0044,0.0018,0.0094
10,9,0.0041,0.0085,0.0086,0.0087,0.0056,0.004,0.0094,0.0029
10,10,0.003,0.0085,0.006,0.0018,0.0076,0.0033,0.0056,0.0028
10,11,0.0005,0,0.009,0.0035,0.007,0.0061,0.0084,0.0096
10,12,0.0006,0.0044,0.0042,0.0019,0.0086,0.006,0.0015,0.0029
10,13,0.0044,0,0.0015,0,0.004,0.001,0.0029,0.007
10,14,0.0093,0.0088,0.0089,0.007,0.0022,0.0044,0.0096,0.0025
10,15,0.0045,0.0087,0.006,0.0014,0.005,0.0046,0.0012,0.0054
10,16,0.0088,0.0052,0.0073,0.0074,0.0011,0.0086,0.0002,0.0053
10,17,0.0087,0.0017,0.0053,0.0026,0.0026,0.0083,0.0097,0.002
10,18,0.007,0.0085,0.0089,0.009,0.0028,0.0086,0.0016,0.0073
10,19,0.0073,0.0075,0.0088,0.0022,0.002,0.0098,0.0076,0.0007
10,20,0.0049,0.0048,0.0081,0.006,0.0034,0.0083,0.0014,0.002
10,21,0,0.0066,0.0046,0.0026,0.0048,0.0042,0.0044,0.0019
10,22,0.0026,0.0034,0.001,0.0055,0.002,0.0024,0.0029,0.0093
10,23,0,0.0016,0.0016,0.002,0.0015,0.009,0.0026,0.0064
